Work_Pressure,Manager_Support,Sleeping_Habit,Exercise_Habit,Job_Satisfaction,Social_Person,Work_Life_Balance,Lives_With_Family,Work_From_Home,Work_From_Hybrid,Work_From_Office,Working_State,Avg_Working_Hours_Per_Day,Stress_Level
5.0,2.0,5.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0294599018003274,-1.9281206850079644,4
2.0,3.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0584070796460177,0.1363302209370343,5
5.0,5.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,0.02163850394009034,2
1.0,3.0,5.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0584070796460177,-1.0679328075308816,1
5.0,1.0,4.0,2.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,3.036303630363036,0.8244805229187002,1
2.0,1.0,3.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.924193548387097,-1.5266996755186595,4
2.0,4.0,5.0,3.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0584070796460177,-0.5518200810446316,2
3.0,3.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.924193548387097,0.19367607943550633,3
2.0,3.0,3.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,2.94314381270903,2.487510419374395,1
4.0,4.0,4.0,4.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,2.924193548387097,0.3657136549309233,1
5.0,4.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,2.94314381270903,-1.756083109512548,1
5.0,1.0,5.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0584070796460177,1.8567059758912001,2
1.0,5.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.8385493735369931,2
3.0,4.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.7812035150385206,4
3.0,4.0,4.0,2.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0294599018003274,-0.20774493005379865,1
1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.924193548387097,-0.8385493735369931,3
1.0,4.0,2.0,3.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0294599018003274,-0.09305321305685467,1
2.0,2.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0294599018003274,0.2510219379339783,2
4.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,-0.8385493735369931,5
4.0,4.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.036303630363036,0.2510219379339783,1
1.0,2.0,4.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,3.036303630363036,0.7097888059217563,4
2.0,4.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,3.036303630363036,0.8244805229187002,2
1.0,2.0,4.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.924193548387097,-0.03570735455838267,3
4.0,2.0,2.0,4.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,2.94314381270903,-0.5518200810446316,5
4.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,3.036303630363036,-1.6413913925156036,3
5.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.924193548387097,-1.5266996755186595,1
3.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0294599018003274,-0.9532410905339376,1
3.0,2.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.94314381270903,2.028743551386617,5
4.0,4.0,5.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,2.924193548387097,0.2510219379339783,1
3.0,5.0,5.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,2.94314381270903,0.5950970889248123,1
1.0,2.0,4.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,2.924193548387097,-0.09305321305685467,1
3.0,3.0,5.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.924193548387097,-0.6091659395431046,1
4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0294599018003274,1.5126308249003673,4
3.0,4.0,4.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,3.036303630363036,-0.5518200810446316,4
5.0,2.0,3.0,5.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0294599018003274,0.5377512304263393,1
1.0,3.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0294599018003274,0.5377512304263393,2
1.0,5.0,4.0,4.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0584070796460177,-0.15039907155532664,5
1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0294599018003274,-0.26509078855227064,1
2.0,1.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.94314381270903,0.02163850394009034,3
3.0,2.0,4.0,1.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,2.924193548387097,-0.7238576565400486,1
2.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,-1.1252786660293541,3
4.0,2.0,5.0,5.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0584070796460177,-1.2399703830262985,5
3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.94314381270903,0.4230595134293953,2
1.0,1.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.94314381270903,-0.32243664705074365,2
5.0,5.0,2.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0584070796460177,0.2510219379339783,2
2.0,4.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,-1.5266996755186595,1
5.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,0.3657136549309233,5
3.0,4.0,2.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,3.036303630363036,-1.0105869490324095,1
1.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.036303630363036,0.3657136549309233,3
5.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,3.036303630363036,-0.9532410905339376,1
2.0,4.0,3.0,1.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,3.036303630363036,-1.182624524527826,2
3.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0584070796460177,-0.6665117980415766,5
3.0,3.0,3.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,2.924193548387097,-0.37978250554921567,1
1.0,2.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0584070796460177,-0.6091659395431046,2
4.0,4.0,1.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,3.036303630363036,-0.7238576565400486,4
3.0,4.0,4.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0584070796460177,0.3083677964324513,3
4.0,4.0,2.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,0.2510219379339783,2
3.0,2.0,5.0,5.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,3.036303630363036,0.6524429474232842,4
2.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.924193548387097,0.3657136549309233,5
4.0,1.0,4.0,5.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,3.036303630363036,-0.26509078855227064,1
4.0,2.0,5.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,2.94314381270903,0.5950970889248123,1
1.0,1.0,3.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,3.036303630363036,0.4230595134293953,5
4.0,4.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0584070796460177,-0.49447422254615964,5
2.0,4.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,3.036303630363036,-0.32243664705074365,4
4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,2.94314381270903,-2.1575041190018536,3
4.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,0.07898436243856233,2
1.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,-0.5518200810446316,1
5.0,4.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0584070796460177,-0.15039907155532664,2
4.0,5.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.924193548387097,1.5126308249003673,2
4.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.6665117980415766,5
5.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,-1.0105869490324095,4
3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,2.94314381270903,-0.37978250554921567,2
1.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0584070796460177,0.19367607943550633,4
2.0,1.0,5.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2.924193548387097,1.0538639569125892,1
4.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,3.036303630363036,-0.6091659395431046,4
4.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,3.036303630363036,1.5699766833988391,1
5.0,5.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,2.94314381270903,1.2832473909064783,5
1.0,5.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.94314381270903,-2.1001582605033815,2
5.0,4.0,5.0,2.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0294599018003274,-0.8385493735369931,2
5.0,4.0,5.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.036303630363036,0.4230595134293953,5
1.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0584070796460177,1.0538639569125892,4
3.0,4.0,5.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,3.036303630363036,-0.03570735455838267,5
3.0,4.0,5.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0294599018003274,-0.49447422254615964,2
2.0,3.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,1.2259015324080063,4
2.0,4.0,1.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0584070796460177,1.4552849664018952,2
4.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,0.8818263814171733,2
5.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.924193548387097,0.2510219379339783,1
1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.49447422254615964,4
3.0,2.0,5.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,2.94314381270903,2.487510419374395,1
4.0,5.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,0.19367607943550633,1
5.0,4.0,3.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0294599018003274,-0.49447422254615964,5
1.0,3.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,2.924193548387097,0.9391722399156452,5
5.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,-0.26509078855227064,1
2.0,4.0,2.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,3.036303630363036,0.3083677964324513,1
2.0,5.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.924193548387097,1.2259015324080063,5
4.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0584070796460177,0.02163850394009034,4
4.0,1.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,3.036303630363036,0.02163850394009034,4
5.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.924193548387097,1.1112098154110612,3
4.0,4.0,5.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0294599018003274,1.2259015324080063,4
4.0,2.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.94314381270903,-0.49447422254615964,1
1.0,5.0,3.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,2.924193548387097,0.7671346644202283,4
4.0,1.0,5.0,4.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,3.036303630363036,-0.32243664705074365,5
2.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,3.036303630363036,-0.8385493735369931,5
3.0,1.0,5.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.09305321305685467,3
5.0,3.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2.924193548387097,-0.4371283640476876,1
1.0,5.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,2.924193548387097,-1.2399703830262985,4
4.0,3.0,3.0,1.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0584070796460177,-0.15039907155532664,5
1.0,3.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.94314381270903,-0.8385493735369931,5
2.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0294599018003274,0.5377512304263393,2
1.0,3.0,3.0,5.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,2.924193548387097,-1.3546621000232426,1
4.0,5.0,5.0,2.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0584070796460177,1.1112098154110612,1
2.0,4.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0294599018003274,-0.6091659395431046,2
2.0,4.0,5.0,1.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0584070796460177,-1.5840455340171316,3
3.0,5.0,5.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,-0.8958952320354651,3
5.0,2.0,4.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,-0.5518200810446316,4
3.0,3.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,0.2510219379339783,5
2.0,2.0,3.0,4.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0294599018003274,1.2259015324080063,2
3.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,3.036303630363036,-0.15039907155532664,4
2.0,4.0,5.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,2.924193548387097,1.0538639569125892,1
1.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0584070796460177,-0.6665117980415766,2
3.0,2.0,3.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,3.036303630363036,-0.09305321305685467,4
5.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0294599018003274,-0.6091659395431046,5
2.0,3.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,1.0538639569125892,5
4.0,5.0,4.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0294599018003274,-0.26509078855227064,5
2.0,3.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.94314381270903,0.02163850394009034,3
3.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,2.924193548387097,0.8818263814171733,3
1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,3.036303630363036,0.9391722399156452,5
2.0,1.0,4.0,5.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0584070796460177,-0.26509078855227064,4
4.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,-1.4120079585217151,1
5.0,4.0,5.0,5.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0294599018003274,0.4804053719278673,4
4.0,2.0,3.0,3.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,2.924193548387097,-0.15039907155532664,4
1.0,5.0,4.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,3.036303630363036,0.2510219379339783,1
5.0,5.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.6091659395431046,5
3.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,0.4230595134293953,1
4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0584070796460177,0.8244805229187002,2
4.0,3.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,3.036303630363036,1.5699766833988391,5
5.0,5.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,3.036303630363036,-0.09305321305685467,3
2.0,4.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,-2.55892512849116,1
1.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0584070796460177,-1.0105869490324095,3
2.0,3.0,2.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0294599018003274,-0.6665117980415766,4
2.0,5.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,3.036303630363036,0.5950970889248123,3
5.0,2.0,2.0,2.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0584070796460177,-0.37978250554921567,3
5.0,5.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,-0.09305321305685467,5
1.0,4.0,4.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.94314381270903,-0.49447422254615964,2
4.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0584070796460177,2.487510419374395,1
3.0,1.0,4.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,3.036303630363036,-0.6091659395431046,5
2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,0.5377512304263393,2
3.0,2.0,3.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0584070796460177,-1.182624524527826,3
5.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0294599018003274,0.9391722399156452,2
5.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.924193548387097,0.19367607943550633,2
3.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,-1.0105869490324095,3
1.0,3.0,5.0,4.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,0.3083677964324513,4
1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0294599018003274,0.3083677964324513,4
1.0,3.0,2.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,-0.6665117980415766,2
2.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.32243664705074365,1
3.0,1.0,1.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0584070796460177,0.6524429474232842,3
4.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,0.5377512304263393,3
5.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0294599018003274,2.028743551386617,5
3.0,4.0,3.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0584070796460177,0.8244805229187002,2
4.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0294599018003274,-0.4371283640476876,5
2.0,4.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,2.924193548387097,-1.8707748265094926,1
2.0,4.0,4.0,5.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0294599018003274,0.2510219379339783,2
5.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,0.07898436243856233,3
1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,-0.20774493005379865,3
4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,0.19367607943550633,1
3.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,-0.20774493005379865,1
3.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,2.94314381270903,1.1685556739095342,5
3.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.924193548387097,-0.6091659395431046,2
2.0,1.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,0.4804053719278673,1
3.0,3.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.036303630363036,2.487510419374395,2
2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,-1.6413913925156036,2
1.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0584070796460177,-0.15039907155532664,2
3.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,2.924193548387097,-1.2399703830262985,5
4.0,2.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0584070796460177,-0.49447422254615964,4
5.0,1.0,5.0,5.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0584070796460177,0.2510219379339783,1
4.0,4.0,2.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.15039907155532664,2
2.0,2.0,1.0,4.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0294599018003274,0.5950970889248123,1
1.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.924193548387097,-0.9532410905339376,2
1.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.94314381270903,0.4230595134293953,1
2.0,1.0,5.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.036303630363036,-0.4371283640476876,1
3.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.94314381270903,2.0860894098850893,1
2.0,3.0,5.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0584070796460177,0.1363302209370343,1
5.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,3.036303630363036,1.0538639569125892,3
3.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0584070796460177,-0.26509078855227064,5
1.0,2.0,3.0,4.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,3.036303630363036,0.8244805229187002,2
1.0,4.0,2.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,2.487510419374395,1
3.0,3.0,4.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,2.924193548387097,2.0860894098850893,2
3.0,3.0,1.0,5.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,0.5377512304263393,5
1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0294599018003274,-0.7238576565400486,2
5.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,0.5377512304263393,2
1.0,3.0,1.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,2.94314381270903,0.6524429474232842,2
2.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.924193548387097,-0.15039907155532664,1
4.0,3.0,5.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,2.924193548387097,0.7671346644202283,4
5.0,1.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,3.036303630363036,2.1434352683835614,2
2.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0584070796460177,0.4804053719278673,3
4.0,5.0,3.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,2.94314381270903,-0.15039907155532664,3
3.0,3.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.036303630363036,0.1363302209370343,1
5.0,5.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,3.036303630363036,0.7671346644202283,2
3.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.924193548387097,2.487510419374395,3
1.0,3.0,1.0,5.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,2.924193548387097,1.4552849664018952,3
1.0,5.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0294599018003274,0.4230595134293953,4
2.0,3.0,5.0,4.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0294599018003274,-1.1252786660293541,1
5.0,2.0,5.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,2.94314381270903,1.2259015324080063,1
4.0,1.0,4.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,3.036303630363036,-1.0105869490324095,2
1.0,4.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.03570735455838267,5
1.0,5.0,1.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,2.924193548387097,-1.2973162415247705,1
2.0,5.0,5.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.94314381270903,-0.4371283640476876,4
4.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0294599018003274,0.19367607943550633,3
1.0,3.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,-0.37978250554921567,1
4.0,3.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,0.19367607943550633,4
4.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,0.19367607943550633,2
3.0,5.0,1.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,-1.0105869490324095,4
2.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,-1.756083109512548,1
5.0,5.0,1.0,3.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0294599018003274,0.4230595134293953,1
5.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,-1.2973162415247705,5
2.0,3.0,4.0,5.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,2.924193548387097,-1.985466543506437,2
3.0,5.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,0.19367607943550633,3
